counts,company,Nums,Fault,Year,Tem,hPa,Lux,RH
5,C,1037,4,5,60,925.2,283.6,73.1
5,C,1037,6,6,60,925.2,253.6,54.5
5,C,1037,4,7,60,925.2,283.6,73
5,C,1037,3,8,60,925.2,253.6,54.1
5,C,1037,8,9,60,925.2,283.6,72.8
5,C,1037,7,10,60,925.2,253.6,54.01
5,C,1037,6,11,60,925.2,283.6,72.5
5,C,1037,5,12,60,925.2,253.6,53.8
6,C,353,1,1,60,925.2,283.6,73.5
6,C,353,0,2,60,925.2,253.6,55.15
6,C,353,1,3,60,925.2,283.6,73.3
6,C,353,0,4,60,925.2,253.6,55.05
6,C,353,3,5,60,925.2,283.6,73.1
6,C,353,3,6,60,925.2,253.6,54.5
6,C,353,2,7,60,925.2,283.6,73
6,C,353,1,8,60,925.2,253.6,54.1
6,C,353,6,9,60,925.2,283.6,72.8
6,C,353,4,10,60,925.2,253.6,54.01
6,C,353,6,11,60,925.2,283.6,72.5
6,C,353,5,12,60,925.2,253.6,53.8
7,C,639,1,1,60,925.2,283.6,73.5
7,C,639,0,2,60,925.2,253.6,55.15
7,C,639,2,3,60,925.2,283.6,73.3
7,C,639,1,4,60,925.2,253.6,55.05
7,C,639,3,5,60,925.2,283.6,73.1
7,C,639,3,6,60,925.2,253.6,54.5
7,C,639,6,7,60,925.2,283.6,73
7,C,639,5,8,60,925.2,253.6,54.1
7,C,639,8,9,60,925.2,283.6,72.8
7,C,639,7,10,60,925.2,253.6,54.01
7,C,639,9,11,60,925.2,283.6,72.5
7,C,639,7,12,60,925.2,253.6,53.8
